job_title,skills
Renewable IPP - Project Finance and M&A Associate,"['teamwork', 'communication', 'analytical thinking', 'problem solving', 'attention to detail', 'project finance', 'M&A', 'investment banking', 'debt financing', 'tax equity capital raises', 'asset acquisitions', 'divestitures', 'solar energy', 'wind energy', 'battery storage']"
Finance Specialist - Channel & Customer Marketing,"['SAP', 'Accounting', 'Invoicing', 'Data Analysis', 'Organizational Skills', 'Problem Solving', 'Attention to Detail', 'Communication', 'Teamwork', 'Self-Starter', 'Ability to Work Under Pressure', 'Time Management', 'Excel']"
Finance Project Manager,"['Microsoft Excel', 'Financial Reporting', 'Accounting Concepts', 'Financial Modeling', 'Communication', 'Problem Solving', 'Team Leadership', 'Attention to Detail', 'Time Management', 'Analytical Skills', 'Collaboration', 'Organizational Skills', 'Project Management', 'PMP Certification', 'SharePoint', 'Grants Management', 'Federal Regulations', 'Technical Reporting']"
"Analyst/Sr Analyst, Division Finance","['SAP', 'forecasting techniques', 'variance analysis', 'microsoft office software', 'data analysis', 'adaptability', 'teamwork', 'ownership', 'influence change', 'prioritization', 'communication', 'project management', 'advanced excel modeling', 'hyperion', 'discounted cash flow analysis']"
Director & Head of Finance,"['accounting', 'financial planning & analysis', 'cash flow management', 'financial strategies', 'public accounting experience', 'mentoring', 'coaching', 'relationship management', 'communication', 'leadership', 'initiative', 'teamwork', 'self-motivation', 'independence', 'collaboration', 'treasury functions', 'assertiveness']"
Finance Analyst,"['finance', 'accounting', 'Microsoft Office', 'Excel', 'data integration', 'contract management', 'budget forecasting', 'communication', 'teamwork', 'adaptability', 'analytical thinking', 'problem solving', 'Deltek Costpoint']"
Finance Analyst - External Reporting Team,"['financial reporting', 'data analysis', 'Microsoft Office', 'financial statements preparation', 'SEC filings', 'financial controls', 'process improvement', 'financial analysis', 'teamwork', 'communication', 'organization', 'adaptability', 'interpersonal skills', 'problem solving', 'judgment', 'time management', 'leadership', 'U.S. GAAP', 'ESG reporting', 'SAP', 'Hyperion Essbase', 'Workiva Wdesk', 'A3 strategy', 'diplomacy']"
"Associate, Strategic Finance ","['financial analysis', 'financial statement analysis', 'analytical skills', 'communication skills', 'organizational skills', 'collaboration', 'adaptability', 'financial modeling', 'capital raising', 'debt capital transactions', 'business forecasting', 'M&A support', 'intellectual curiosity']"
Finance & Investor Relations Intern (Summer 2024),"['communication', 'teamwork', 'problem solving', 'organizational skills', 'leadership', 'adaptability', 'financial modeling', 'data analytics', 'project management', 'market analysis', 'presentation preparation', 'reporting', 'Microsoft Excel', 'financial reporting']"
Finance Project Leader,"['project management', 'project management tools', 'business rules', 'quality review', 'change management', 'resource management', 'communication', 'stakeholder management', 'planning', 'execution', 'problem solving', 'team coordination', 'project management frameworks', 'debt placement criteria', 'customer service']"
Vice President of Finance,"['financial statement generation', 'variance analysis', 'annual planning', 'financial forecasting', 'financial modeling', 'financial project management', 'accounting system integration', 'CPA', 'financial analysis', 'financing strategies', 'leadership', 'interpersonal skills', 'collaboration', 'influence without authority', 'presentation skills', 'difficult conversations', 'employee training and development', 'integrity', 'strategic thinking', 'stress tolerance', 'adaptability']"
Structured Finance Associate,"['accounting', 'finance', 'MS Excel', 'compliance reporting', 'communication', 'relationship management', 'leadership', 'collaboration', 'problem solving', 'structured credit products', 'portfolio accounting']"
Director of Finance And Accounting,"['financial reporting', 'general accounting', 'operational accounting', 'cash management', 'operational analysis', 'CPA', 'accounting degree', 'finance degree', 'leadership', 'communication', 'problem solving', 'team management', 'adaptability', 'analytical skills', 'budgeting', 'forecasting', 'KPI development', 'Netsuite', 'high growth organization experience', 'entrepreneurial environment experience', 'strategic thinking']"
"VP Finance â Healthcare Services â Rapid Growth, 78810","['finance', 'healthcare services', 'leadership', 'strategic thinking', 'communication', 'hands-on approach', 'team collaboration', 'revenue cycle management', 'accounting', 'systems updates', 'multi-location management', 'public accounting experience']"
Finance Director - Titanium Technologies,"['capital allocation', 'leadership', 'communication', 'collaboration', 'mentoring', 'problem solving', 'influencing stakeholders', 'innovation', 'financial analysis', 'forecasting', 'strategic financial planning', 'financial reporting', 'financial controls', 'financial systems', 'business intelligence tools', 'budgeting', 'commodity market insights', 'strategic mindset', 'continuous improvement']"
Finance Analyst,"['financial analysis', 'forecasting', 'Excel', 'financial reporting', 'budgeting', 'data analysis', 'financial consulting', 'process improvement', 'communication', 'analytical thinking', 'strategic mindset', 'problem solving', 'time management', 'collaboration', 'adaptability', 'GAAP', 'PowerPoint', 'inquisitive mindset']"
Senior Portfolio Manager Equipment Finance,"['commercial loans', 'credit underwriting', 'communication', 'organizational skills', 'problem solving', 'teamwork', 'work ethic', 'time management', 'financial modeling', 'portfolio management', 'legal documentation', 'Excel', 'data analysis', 'customer service', 'attention to detail']"
Transactional Finance Specialist,"['accounts receivable', 'billing', 'Microsoft Excel', 'financial systems', 'communication', 'attention to detail', 'problem solving', 'teamwork', 'adaptability', 'expense monitoring', 'reporting', 'Workday', 'keyboard skills']"
"Director of Finance, N.A.","['accounting practices', 'budget preparation', 'financial reporting', 'profit and loss responsibility', 'leadership', 'teamwork', 'independence', 'communication', 'analytical thinking', 'problem solving', 'financial analysis', 'cost accounting', 'tax planning', 'financial forecasting', 'financial systems', 'CPA', 'CMA', 'MBA']"
Workday Finance Technical Lead,"['Reporting', 'Microsoft Office Suite', 'Project Management', 'Business Analysis', 'Data Analysis', 'Communication', 'Problem Solving', 'Attention to Detail', 'Time Management', 'Adaptability', 'Critical Thinking', 'Workday', 'Integrations', 'Data Governance', 'Analytics Development', 'Calculated Fields', 'Workday Studio', 'BIRT', 'EIBS', 'API', 'XML', 'XSLT', 'SOAP', 'REST', 'Prism Analytics', 'Security Administration', 'Agile Scrum', 'Dashboards', 'User Acceptance Testing (UAT)', 'Technical Support', 'Data Structures', 'Cloud Connect', 'Role-Based Security', 'User-Based Security', 'Collaboration', 'Organizational Skills', 'Influencing Skills', 'Customer Support', 'Teamwork', 'Training and Development']"
Document Review Specialist- Finance ,"['negotiation', 'communication', 'teamwork', 'time management', 'initiative', 'client interaction', 'problem solving', 'equity swaps', 'contract drafting', 'ISDA Master Agreement', 'OTC equity options', 'risk management', 'trading agreements', 'attention to detail', 'financial regulations', 'legal documentation']"
"Associate Director, Finance and Controlling","['financial analysis', 'financial modeling', 'IFRS', 'management accounting', 'cost controlling', 'variance analysis', 'business modeling', 'KPI tracking', 'capital expenditure evaluation', 'communication', 'teamwork', 'problem solving', 'organizational skills', 'adaptability', 'attention to detail', 'independence']"
"Sr. Manager, IT Business Partner, Finance(Hybrid)","['project management', 'financial analysis', 'budget management', 'compliance knowledge', 'information technology', 'business analysis', 'communication', 'leadership', 'relationship building', 'strategic thinking', 'problem solving', 'advisory skills', 'teamwork', 'IT strategy', 'cross-functional collaboration', 'medical device industry knowledge']"
"Vice President, Finance Change Management","['project management', 'financial planning', 'data management', 'risk management', 'process optimization', 'automation', 'Microsoft Excel', 'Microsoft Word', 'change management', 'financial operations', 'communication', 'interpersonal skills', 'influencing', 'flexibility', 'self-starter', 'prioritization', 'teamwork', 'presentation skills', 'problem solving', 'Microsoft PowerPoint']"
Finance Assistant,"['general ledger', 'financial reporting', 'advanced computer skills', 'mathematical computations', 'documentation skills', 'data analysis', 'time management', 'accounting principles', 'communication', 'problem solving', 'attention to detail', 'teamwork', 'self-motivation', 'organizational skills', 'professionalism', 'accounts receivable', 'ERP systems', 'flexibility', 'customer service', 'confidentiality']"
Finance & Accounting Leader,"['Accounting', 'Project Management', 'Financial Analysis', 'Reconciliation', 'Cashflow Projections', 'Financial Statements Review', 'Leadership', 'Communication', 'Teamwork', 'Analytical Thinking', 'Coordination', 'Problem Solving', 'Invoicing', 'Costpoint', 'Proliance PMIS', 'Capitalization of Fixed Assets', 'Escrow Accounts Reconciliation', 'Bond Fund Management', 'Construction Management Software', 'Risk Management']"
Financial Services Senior Associate/Counsel â Aviation Finance,"['financing transactions', 'legal representation', 'academic performance', 'interpersonal skills', 'client focus', 'problem solving', 'communication', 'strategic thinking', 'adaptability', 'aviation finance', 'commercial aircraft leasing', 'purchase and sale transactions', 'domestic transactions', 'cross-border transactions']"
